"spkid","full_name","name","diameter","e","a","q","i","om","w","ma","albedo","n","epoch"
54267693,"       (2022 FL4)",,,0.5107,1.811,0.886,3.10,184.77,316.00,31.55,,0.4044,2460600.5
54268087,"       (2022 FM4)",,,0.3950,1.881,1.138,15.99,11.94,121.07,18.18,,0.3821,2460600.5
54268090,"       (2022 FO4)",,,0.3960,1.919,1.159,7.02,29.25,181.31,336.32,,0.3708,2460600.5
54268088,"       (2022 FP4)",,,0.5184,1.188,0.572,7.42,64.75,250.69,286.97,,0.7611,2460600.5
54268091,"       (2022 FQ4)",,,0.5469,1.88,0.852,7.66,15.63,111.97,17.85,,0.3825,2459670.5
54268089,"       (2022 FR4)",,,0.1903,1.018,0.825,4.72,176.04,158.30,47.31,,0.9589,2460600.5
54268092,"       (2022 FS4)",,,0.2589,1.469,1.089,22.87,19.06,206.72,134.17,,0.5533,2460600.5
54268430,"       (2022 FT4)",,,0.7131,2.23,0.640,6.40,10.46,93.98,16.18,,0.296,2459676.5
54268431,"       (2022 FU4)",,,0.1462,1.124,0.959,2.99,31.30,218.47,4.89,,0.8274,2460600.5
54268432,"       (2022 FV4)",,,0.4871,1.663,0.853,4.23,111.96,156.26,333.54,,0.4596,2459672.5
54268436,"       (2022 FW4)",,,0.2813,1.513,1.087,51.44,43.47,200.41,108.56,,0.5298,2460600.5
54268819,"       (2022 FY4)",,,0.2184,1.331,1.041,1.72,222.39,323.77,238.01,,0.6415,2460600.5
54269061,"       (2022 FC5)",,,0.7008,1.981,0.593,5.12,181.39,279.59,346.93,,0.3536,2460600.5
54272754,"       (2022 FE6)",,,0.5792,2.008,0.845,9.96,166.08,116.77,294.56,,0.3464,2460600.5
54268093,"       (2022 GA)",,,0.5194,1.868,0.898,3.63,185.21,318.58,13.02,,0.386,2460600.5
54268433,"       (2022 GB)",,,0.2329,1.068,0.820,9.45,190.20,272.11,172.36,,0.8925,2460600.5
54268434,"       (2022 GC)",,,0.6154,2.018,0.776,5.46,191.20,294.37,334.42,,0.3437,2460600.5
54268435,"       (2022 GD)",,,0.1406,1.179,1.014,18.54,189.34,23.78,338.29,,0.7696,2460600.5
54268437,"       (2022 GE)",,,0.4213,1.225,0.709,4.38,11.06,86.37,1.94,,0.727,2460600.5
54268438,"       (2022 GF)",,,0.5855,1.903,0.789,3.74,353.55,125.45,7.12,,0.3754,2460600.5
54268439,"       (2022 GG)",,,0.4779,1.924,1.004,16.00,9.89,215.13,331.41,,0.3694,2460600.5
54268440,"       (2022 GH)",,,0.5253,2,0.949,8.95,15.74,142.57,332.78,,0.3484,2460600.5
54268441,"       (2022 GJ)",,,0.4722,1.536,0.810,33.12,11.27,105.50,28.83,,0.5179,2459671.5
54268442,"       (2022 GK)",,,0.4209,0.896,0.519,10.96,191.57,230.76,83.89,,1.162,2460600.5
54268443,"       (2022 GL)",,,0.2699,1.161,0.847,0.42,177.71,299.31,58.99,,0.7881,2460600.5
54268444,"       (2022 GM)",,,0.4012,1.578,0.945,4.10,13.76,138.82,117.58,,0.4971,2460600.5
54268445,"       (2022 GN)",,,0.2541,1.471,1.097,51.17,191.46,27.91,344.36,,0.5522,2459672.5
54268446,"       (2022 GO)",,,0.5010,0.695,0.347,3.37,38.24,328.58,197.20,,1.701,2459672.5
54268447,"       (2022 GP)",,,0.6309,1.939,0.716,0.11,229.07,43.81,320.05,,0.3649,2460600.5
54268448,"       (2022 GQ)",,,0.2436,1.189,0.899,1.60,190.90,299.97,24.87,,0.76,2460600.5
54268449,"       (2022 GR)",,,0.7010,2.522,0.754,4.42,10.80,108.84,11.81,,0.2461,2459673.5
54268450,"       (2022 GS)",,,0.3925,1.71,1.039,4.39,14.81,169.21,52.50,,0.4409,2460600.5
54268451,"       (2022 GT)",,,0.3005,1.453,1.016,0.53,179.24,36.63,150.82,,0.563,2460600.5
54268804,"       (2022 GV)",,,0.4660,1.855,0.991,9.73,70.14,76.34,17.56,,0.3902,2460600.5
54268805,"       (2022 GW)",,,0.3516,1.743,1.130,12.07,189.04,29.10,26.76,,0.4284,2460600.5
54268806,"       (2022 GX)",,,0.5881,2.138,0.881,6.93,13.95,230.04,279.51,,0.3153,2460600.5
54268807,"       (2022 GY)",,,0.5219,2.476,1.184,8.16,41.34,160.41,232.82,,0.253,2460600.5
54268808,"       (2022 GZ)",,,0.6385,2.311,0.836,4.90,97.62,176.49,241.70,,0.2805,2460600.5
54268810,"       (2022 GA1)",,,0.1873,1.113,0.905,25.24,187.82,258.91,139.56,,0.839,2460600.5
54268811,"       (2022 GB1)",,,0.3994,1.67,1.003,36.28,194.82,324.06,15.11,,0.4565,2459672.5
54268813,"       (2022 GC1)",,,0.4008,1.17,0.701,13.33,198.61,101.62,301.23,,0.7789,2460600.5
54268812,"       (2022 GD1)",,,0.4982,2.113,1.060,3.29,5.13,180.58,299.26,,0.321,2460600.5
54268814,"       (2022 GE1)",,,0.5726,2.576,1.101,3.04,198.60,319.46,6.21,,0.2384,2459672.5
54268818,"       (2022 GF1)",,,0.8520,2.038,0.302,13.83,133.69,208.33,289.70,,0.3387,2460600.5
54268816,"       (2022 GG1)",,,0.4886,1.845,0.943,17.01,191.46,47.43,346.07,,0.3934,2459672.5
54268815,"       (2022 GH1)",,,0.5496,2.102,0.947,10.02,152.44,358.66,11.34,,0.3234,2459670.5
54268817,"       (2022 GJ1)",,,0.2033,1.291,1.028,17.18,27.98,131.18,289.06,,0.6721,2460600.5
54269053,"       (2022 GK1)",,,0.3793,1.696,1.053,16.44,60.85,218.49,20.04,,0.4462,2460600.5
54269052,"       (2022 GL1)",,,0.1951,1.117,0.899,1.28,182.82,95.36,346.65,,0.8354,2460600.5
54269054,"       (2022 GM1)",,,0.1603,0.9706,0.815,2.84,18.66,46.32,350.71,,1.031,2460600.5
54269055,"       (2022 GN1)",,,0.5988,1.953,0.784,2.17,195.00,65.58,318.30,,0.361,2460600.5
54269056,"       (2022 GO1)",,,0.2035,1.456,1.160,47.34,193.94,3.75,357.90,,0.5611,2459673.5
54269057,"       (2022 GP1)",,,0.3190,1.401,0.954,1.58,173.42,59.90,170.50,,0.5942,2460600.5
54269058,"       (2022 GQ1)",,,0.4661,1.846,0.985,3.84,195.98,19.19,356.74,,0.3931,2460600.5
54269059,"       (2022 GR1)",,,0.3169,1.239,0.847,22.01,191.44,280.79,46.21,,0.7144,2459673.5
54269060,"       (2022 GS1)",,,0.5093,1.976,0.970,1.93,20.54,144.43,337.54,,0.3549,2460600.5
54269062,"       (2022 GT1)",,,0.7119,2.056,0.592,5.26,30.75,72.72,16.68,,0.3344,2459675.5
54269063,"       (2022 GU1)",,,0.1426,0.982,0.842,33.30,193.15,124.25,248.36,,1.013,2459674.5
54269393,"       (2022 GV1)",,,0.4416,1.818,1.015,1.72,174.83,359.21,19.37,,0.4019,2460600.5
54269392,"       (2022 GW1)",,,0.4989,2.398,1.202,21.08,23.37,115.57,267.35,,0.2654,2460600.5
54269394,"       (2022 GX1)",,,0.6442,2.847,1.013,11.41,198.27,323.93,194.89,,0.2052,2460600.5
54269395,"       (2022 GY1)",,,0.4786,1.957,1.020,14.92,18.36,176.17,333.04,,0.3601,2460600.5
54269396,"       (2022 GZ1)",,,0.4930,1.844,0.935,10.15,195.85,36.72,352.25,,0.3936,2460600.5
54269397,"       (2022 GA2)",,,0.2961,1.268,0.893,2.16,198.23,57.29,244.57,,0.69,2460600.5
54269398,"       (2022 GB2)",,,0.3269,1.438,0.968,3.02,189.31,330.65,186.75,,0.5716,2460600.5
54269399,"       (2022 GE2)",,,0.2585,1.211,0.898,10.91,192.64,72.67,279.96,,0.7393,2460600.5
54269576,"       (2022 GG2)",,,0.2848,1.384,0.990,4.32,196.05,23.27,187.03,,0.6052,2460600.5
54269578,"       (2022 GH2)",,,0.9002,2.573,0.257,25.69,201.59,212.23,15.67,,0.2388,2459676.5
54269579,"       (2022 GJ2)",,,0.1529,1.148,0.973,8.26,10.42,137.54,55.79,,0.8011,2460600.5
54269577,"       (2022 GK2)",,,0.7937,2.555,0.527,0.60,239.23,54.00,348.53,,0.2414,2459675.5
54269580,"       (2022 GL2)",,,0.4232,1.572,0.907,17.52,17.40,126.85,123.78,,0.4999,2460600.5
54269581,"       (2022 GM2)",,,0.5614,2.27,0.996,2.95,355.93,173.57,6.54,,0.2882,2459676.5
54269582,"       (2022 GN2)",,,0.4513,1.787,0.981,2.86,18.03,147.47,32.14,,0.4124,2460600.5
54269583,"       (2022 GO2)",,,0.4770,1.829,0.956,2.91,200.91,31.43,356.32,,0.3986,2460600.5
54269584,"       (2022 GP2)",,,0.5356,1.985,0.922,2.20,205.86,300.82,13.84,,0.3524,2459676.5
54269585,"       (2022 GQ2)",,,0.3250,0.7735,0.522,9.98,10.21,0.67,88.32,,1.449,2460600.5
54269642,"       (2022 GR2)",,,0.7622,1.203,0.286,5.78,193.25,144.16,288.52,,0.747,2460600.5
54269641,"       (2022 GS2)",,,0.5813,1.731,0.725,11.28,24.41,84.88,26.82,,0.4326,2459674.5
54269643,"       (2022 GT2)",,,0.4693,2.168,1.151,38.27,188.41,279.49,315.33,,0.3087,2460600.5
54269645,"       (2022 GU2)",,,0.6221,2.415,0.913,3.53,190.25,49.43,231.59,,0.2626,2460600.5
54269646,"       (2022 GV2)",,,0.4935,1.97,0.998,1.43,201.56,18.27,321.83,,0.3565,2460600.5
54269644,"       (2022 GW2)",,,0.4531,1.803,0.986,0.22,232.43,352.48,6.13,,0.407,2460600.5
54269647,"       (2022 GX2)",,,0.3459,0.9099,0.595,1.83,186.60,237.86,65.33,,1.136,2460600.5
54269648,"       (2022 GY2)",,,0.8650,2.167,0.293,6.20,195.36,237.85,298.49,,0.309,2460600.5
54269710,"       (2022 GZ2)",,,0.2667,1.616,1.185,11.52,200.97,335.80,12.79,,0.4799,2459677.5
54269711,"       (2022 GA3)",,,0.8335,1.764,0.294,13.94,73.71,359.52,68.34,,0.4206,2460600.5
54269712,"       (2022 GB3)",,,0.5895,2.87,1.178,17.41,34.59,133.99,194.88,,0.2027,2460600.5
54269713,"       (2022 GC3)",,,0.1750,1.116,0.921,9.17,190.82,296.62,104.04,,0.8358,2460600.5
54269714,"       (2022 GD3)",,,0.6049,2.603,1.028,6.76,23.65,174.36,216.69,,0.2347,2460600.5
54269715,"       (2022 GE3)",,,0.2361,1.028,0.785,9.53,11.86,1.40,347.19,,0.9461,2460600.5
54269716,"       (2022 GF3)",,,0.6176,1.905,0.728,7.00,19.85,252.73,328.34,,0.3749,2460600.5
54269717,"       (2022 GG3)",,,0.4745,1.656,0.870,0.71,192.67,62.22,46.75,,0.4624,2460600.5
54269718,"       (2022 GH3)",,,0.8005,2.419,0.483,8.02,260.71,195.68,254.46,,0.2619,2460600.5
54271298,"       (2022 GJ3)",,,0.3873,1.671,1.024,12.26,35.89,155.66,60.18,,0.4562,2460600.5
54271299,"       (2022 GK3)",,,0.3934,1.947,1.181,1.31,196.71,343.22,345.28,,0.3629,2460600.5
54271300,"       (2022 GL3)",,,0.1801,1.216,0.997,7.83,24.84,202.03,297.75,,0.735,2460600.5
54271301,"       (2022 GM3)",,,0.5176,2.099,1.013,2.65,175.93,31.68,296.15,,0.3241,2460600.5
54271302,"       (2022 GN3)",,,0.3656,1.543,0.979,6.15,198.97,25.61,102.49,,0.5142,2460600.5
54271303,"       (2022 GO3)",,,0.3337,1.007,0.671,7.71,192.45,249.83,258.74,,0.9758,2460600.5
54271304,"       (2022 GP3)",,,0.1791,1.213,0.996,12.44,197.03,47.62,286.70,,0.7374,2460600.5
54271305,"       (2022 GQ3)",,,0.5923,2.357,0.961,5.17,22.03,146.00,257.90,,0.2724,2460600.5
54271306,"       (2022 GR3)",,,0.6374,2.492,0.904,0.35,70.19,85.25,239.00,,0.2505,2460600.5
54271307,"       (2022 GS3)",,,0.5140,2.065,1.004,10.91,204.55,9.89,300.97,,0.332,2460600.5
54271308,"       (2022 GT3)",,,0.1698,1.015,0.843,13.66,24.61,293.93,67.01,,0.9639,2460600.5
54271309,"       (2022 GU3)",,,0.4588,1.798,0.973,5.15,35.48,204.34,1.94,,0.4088,2460600.5
54271310,"       (2022 GV3)",,,0.3679,1.651,1.044,4.85,192.72,7.24,67.52,,0.4645,2460600.5
54271311,"       (2022 GW3)",,,0.2840,1.484,1.062,20.39,19.47,173.21,2.73,,0.5454,2459678.5
54272751,"       (2022 GX3)",,,0.4557,2.207,1.201,34.06,59.05,191.92,251.80,,0.3005,2460600.5
54272756,"       (2022 GA4)",,,0.4860,2.214,1.138,16.80,227.87,45.84,251.03,,0.2992,2460600.5
54272755,"       (2022 GB4)",,,0.5023,2.106,1.048,3.62,191.33,350.64,4.85,,0.3225,2459678.5
54272757,"       (2022 GC4)",,,0.4810,1.963,1.019,0.36,94.77,106.58,329.38,,0.3584,2460600.5
54272758,"       (2022 GD4)",,,0.5133,2.635,1.283,39.75,210.67,302.56,229.76,,0.2304,2460600.5
54272759,"       (2022 GE4)",,,0.4719,1.918,1.013,11.68,27.85,139.96,352.72,,0.371,2460600.5
54272760,"       (2022 GF4)",,,0.4898,1.153,0.588,0.80,314.24,136.08,63.71,,0.7958,2460600.5
54272761,"       (2022 GG4)",,,0.3752,2.056,1.284,3.86,21.40,270.71,254.95,,0.3344,2460600.5
54272763,"       (2022 GJ4)",,,0.5131,1.35,0.657,0.22,138.25,160.26,320.20,,0.6284,2459679.5
54272762,"       (2022 GK4)",,,0.0880,1.096,1.000,9.18,197.16,39.75,40.33,,0.859,2460600.5
54272764,"       (2022 GL4)",,,0.5721,2.026,0.867,8.32,201.25,53.54,300.47,,0.3418,2460600.5
54272765,"       (2022 GM4)",,,0.7335,2.046,0.545,4.58,22.50,275.58,343.02,,0.3367,2459679.5
54274787,"       (2022 GX4)",,,0.5785,1.668,0.703,3.38,202.34,83.97,334.92,,0.4577,2459681.5
54275765,"       (2022 GA5)",,,0.7109,1.898,0.549,10.45,101.49,345.30,23.40,,0.377,2460600.5
54275766,"       (2022 GD5)",,,0.2369,1.501,1.146,32.16,201.03,114.81,44.80,,0.5357,2460600.5
54275767,"       (2022 GF5)",,,0.4343,2.119,1.199,7.66,104.99,160.77,270.80,,0.3195,2460600.5
54275768,"       (2022 GG5)",,,0.5202,1.974,0.947,4.58,24.43,219.64,314.09,,0.3553,2460600.5
54275848,"       (2022 GH5)",,,0.2054,1.512,1.201,45.70,197.22,266.83,71.99,,0.5303,2459679.5
54275849,"       (2022 GL5)",,,0.7845,2.108,0.454,8.34,130.16,322.54,310.98,,0.3221,2460600.5
54275850,"       (2022 GM5)",,,0.6981,2.536,0.766,9.26,263.08,179.33,265.47,,0.244,2460600.5
54275851,"       (2022 GN5)",,,0.4044,1.581,0.942,31.58,208.51,136.71,307.46,,0.4958,2460600.5
54275852,"       (2022 GO5)",,,0.2907,1.516,1.076,12.63,33.16,224.89,94.26,,0.5278,2460600.5
54275853,"       (2022 GP5)",,,0.3095,1.087,0.751,11.89,204.64,114.41,0.56,,0.8692,2460600.5
54275865,"       (2022 GQ5)",,,0.3400,1.274,0.841,15.51,18.51,248.22,236.08,,0.6851,2460600.5
54275914,"       (2022 GT5)",,,0.6497,2.22,0.778,11.23,106.61,195.09,251.76,,0.298,2460600.5
54275939,"       (2022 GU5)",,,0.7101,1.423,0.412,7.25,17.65,35.17,68.47,,0.5809,2459677.5
54276244,"       (2022 GA6)",,,0.4187,1.113,0.647,21.11,39.01,307.27,311.14,,0.8388,2460600.5
54276378,"       (2022 GU6)",,,0.5624,2.299,1.006,5.84,85.30,177.65,241.74,,0.2828,2460600.5
54282204,"       (2022 GF17)",,,0.4236,1.228,0.708,19.49,195.39,269.88,45.81,,0.7241,2459678.5
54275937,"       (2022 HA)",,,0.3654,0.7914,0.502,17.12,206.16,155.23,68.76,,1.4,2460600.5
54275938,"       (2022 HB)",,,0.3814,1.064,0.658,6.43,42.28,61.73,158.69,,0.8976,2460600.5
54275940,"       (2022 HC)",,,0.6102,1.987,0.775,6.35,31.81,109.58,336.47,,0.3518,2460600.5
54276131,"       (2022 HD)",,,0.4750,1.89,0.993,1.98,200.70,30.72,337.80,,0.3792,2460600.5
54276132,"       (2022 HE)",,,0.6010,0.7545,0.301,26.29,42.15,321.33,175.24,,1.504,2460600.5
54276133,"       (2022 HF)",,,0.1878,1.048,0.851,9.58,30.59,71.78,201.04,,0.9193,2460600.5
54276134,"       (2022 HG)",,,0.4261,1.667,0.957,1.19,130.66,41.45,70.84,,0.4577,2460600.5
54276135,"       (2022 HH)",,,0.2933,1.281,0.905,12.88,203.02,64.32,226.17,,0.6799,2460600.5
54276147,"       (2022 HJ)",,,0.1300,1.166,1.014,7.04,210.29,62.54,302.78,,0.7832,2460600.5
54276148,"       (2022 HK)",,,0.6654,0.8763,0.293,6.35,37.61,24.37,89.01,,1.201,2460600.5
54276149,"       (2022 HL)",,,0.6612,2.491,0.844,7.94,22.43,125.80,11.43,,0.2507,2459691.5
54276150,"       (2022 HM)",,,0.4000,1.147,0.688,17.04,210.88,263.68,60.61,,0.8026,2460600.5
54276151,"       (2022 HN)",,,0.3021,1.501,1.048,17.15,204.94,352.51,133.54,,0.5358,2460600.5
54276152,"       (2022 HO)",,,0.6811,1.776,0.566,9.57,132.69,177.86,344.16,,0.4165,2460600.5
54276153,"       (2022 HP)",,,0.7611,2.345,0.560,6.81,200.78,266.66,18.04,,0.2745,2459696.5
54276233,"       (2022 HQ)",,,0.3237,1.511,1.022,10.05,212.09,350.68,126.12,,0.5306,2460600.5
54276235,"       (2022 HR)",,,0.0939,1.331,1.206,22.80,27.37,6.70,26.77,,0.6422,2460600.5
54276234,"       (2022 HS)",,,0.1771,1.239,1.020,9.37,41.74,181.52,281.24,,0.7143,2460600.5
54276236,"       (2022 HT)",,,0.6041,2.143,0.848,8.15,33.81,118.49,13.67,,0.3141,2459692.5
54276237,"       (2022 HV)",,,0.6537,2.056,0.712,19.67,99.17,348.89,326.65,,0.3344,2460600.5
54276245,"       (2022 HW)",,,0.4820,1.388,0.719,16.90,214.92,90.58,322.35,,0.6026,2459695.5
54276246,"       (2022 HX)",,,0.1135,1.082,0.959,7.83,210.71,291.24,134.77,,0.8763,2460600.5
54276248,"       (2022 HY)",,,0.7397,1.923,0.501,11.13,87.94,17.79,356.67,,0.3697,2460600.5
54276247,"       (2022 HZ)",,,0.5517,2.395,1.074,1.57,17.46,196.45,241.05,,0.2659,2460600.5
54276249,"       (2022 HA1)",,,0.3096,0.875,0.604,9.66,37.95,309.85,264.80,,1.204,2460600.5
54276250,"       (2022 HB1)",,,0.6410,2.383,0.855,1.11,33.09,233.76,232.36,,0.2679,2460600.5
54276251,"       (2022 HD1)",,,0.3735,1.603,1.004,5.73,78.99,174.94,62.85,,0.4859,2460600.5
54276254,"       (2022 HF1)",,,0.5585,1.448,0.639,7.29,55.02,262.63,114.70,,0.5656,2460600.5
54276253,"       (2022 HG1)",,,0.3157,0.9063,0.620,9.61,211.61,228.58,57.88,,1.142,2460600.5
54276255,"       (2022 HH1)",,,0.2943,0.7934,0.560,1.05,211.20,174.76,17.73,,1.395,2460600.5
54276377,"       (2022 HK1)",,,0.2980,1.418,0.996,3.62,211.22,27.55,156.17,,0.5836,2460600.5
54276380,"       (2022 HL1)",,,0.1017,1.008,0.906,25.20,213.88,248.52,264.43,,0.9734,2460600.5
54276379,"       (2022 HM1)",,,0.3886,1.18,0.722,15.49,34.12,80.05,54.76,,0.7686,2459694.5
54276382,"       (2022 HN1)",,,0.2289,1.091,0.841,7.94,212.30,95.64,354.37,,0.8649,2460600.5
54276381,"       (2022 HO1)",,,0.4879,1.712,0.877,17.27,206.64,91.80,4.30,,0.4401,2460600.5
54276383,"       (2022 HP1)",,,0.4108,1.69,0.996,12.42,216.05,315.67,62.45,,0.4484,2460600.5
54276386,"       (2022 HQ1)",,,0.4018,1.681,1.006,8.73,34.26,144.01,12.98,,0.4521,2459691.5
54276387,"       (2022 HR1)",,,0.5604,1.95,0.857,0.50,120.21,158.08,310.39,,0.3619,2460600.5
54276388,"       (2022 HS1)",,,0.3088,1.457,1.007,6.69,216.03,342.80,155.51,,0.5605,2460600.5
54276389,"       (2022 HT1)",,,0.4678,1.873,0.997,5.69,196.20,68.62,331.69,,0.3845,2460600.5
54276390,"       (2022 HU1)",,,0.3260,0.8967,0.604,26.43,36.90,353.65,165.22,,1.161,2460600.5
54276391,"       (2022 HV1)",,,0.4778,2.076,1.084,7.27,44.74,155.45,5.07,,0.3294,2459695.5
54276392,"       (2022 HW1)",,,0.5230,2.133,1.017,4.70,34.44,199.94,279.98,,0.3165,2460600.5
54276393,"       (2022 HX1)",,,0.4379,1.492,0.838,6.26,31.87,251.66,331.33,,0.541,2459694.5
54276394,"       (2022 HY1)",,,0.5599,1.919,0.845,7.27,34.01,118.10,16.82,,0.3707,2459694.5
54276468,"       (2022 HZ1)",,,0.5065,2.438,1.203,15.45,44.73,131.78,12.67,,0.2588,2459693.5
54276469,"       (2022 HA2)",,,0.1796,1.082,0.888,23.10,39.34,266.71,1.84,,0.8756,2460600.5
54276470,"       (2022 HB2)",,,0.4879,1.94,0.993,6.40,213.42,341.79,336.02,,0.3648,2460600.5
54276471,"       (2022 HC2)",,,0.1529,0.9269,0.785,8.62,50.24,350.51,94.85,,1.104,2460600.5
54276472,"       (2022 HD2)",,,0.6739,1.715,0.559,46.98,213.35,243.76,33.82,,0.4389,2459697.5
54276652,"       (2022 HG2)",,,0.5197,2.192,1.053,5.01,113.50,127.22,266.80,,0.3037,2460600.5
54276653,"       (2022 HH2)",,,0.6856,2.784,0.875,10.73,41.32,224.82,352.25,,0.2122,2459695.5
54276654,"       (2022 HJ2)",,,0.4775,1.981,1.035,4.12,54.60,149.66,323.01,,0.3536,2460600.5
54276656,"       (2022 HK2)",,,0.5944,1.509,0.612,7.89,53.97,62.53,32.34,,0.5317,2459697.5
54276655,"       (2022 HL2)",,,0.1229,0.9843,0.863,11.01,41.26,297.82,83.04,,1.009,2460600.5
54276657,"       (2022 HN2)",,,0.5041,1.959,0.971,7.27,82.88,191.39,306.99,,0.3595,2460600.5
54276658,"       (2022 HO2)",,,0.3511,1.244,0.807,22.05,40.55,256.18,239.69,,0.7107,2460600.5
54276659,"       (2022 HP2)",,,0.5259,1.954,0.926,2.00,217.05,306.96,15.18,,0.3609,2459695.5
54276660,"       (2022 HQ2)",,,0.5044,1.191,0.590,4.66,203.62,259.15,51.15,,0.7587,2459696.5
54276661,"       (2022 HR2)",,,0.5117,2.243,1.095,3.40,86.36,187.66,247.45,,0.2934,2460600.5
54276725,"       (2022 HT2)",,,0.5771,1.848,0.782,1.61,298.29,20.60,323.31,,0.3922,2460600.5
54276726,"       (2022 HU2)",,,0.3425,1.644,1.081,3.07,117.56,127.26,49.75,,0.4675,2460600.5
54276727,"       (2022 HV2)",,,0.5637,2.142,0.935,5.29,189.98,97.82,265.73,,0.3144,2460600.5
54276728,"       (2022 HW2)",,,0.3703,1.33,0.837,12.62,35.66,30.07,351.03,,0.6429,2460600.5
54276729,"       (2022 HX2)",,,0.6607,2.147,0.729,14.77,97.58,28.70,304.61,,0.3132,2460600.5
54276731,"       (2022 HA3)",,,0.6347,2.822,1.031,2.51,41.48,174.20,188.40,,0.2079,2460600.5
54276730,"       (2022 HB3)",,,0.4254,1.82,1.045,9.87,205.18,345.10,11.69,,0.4016,2460600.5
54276732,"       (2022 HC3)",,,0.7629,2.926,0.694,5.63,216.17,98.13,157.78,,0.1969,2460600.5
54276733,"       (2022 HD3)",,,0.5603,2.006,0.882,5.00,44.97,224.52,299.48,,0.3468,2460600.5
54276734,"       (2022 HE3)",,,0.2827,1.009,0.724,20.29,216.09,246.38,240.89,,0.9728,2460600.5
54276976,"       (2022 HF3)",,,0.5169,1.909,0.922,3.33,97.01,60.38,19.42,,0.3737,2459698.5
54276977,"       (2022 HH3)",,,0.6980,1.207,0.365,22.50,119.40,257.97,208.25,,0.7429,2460600.5
54276978,"       (2022 HJ3)",,,0.1820,1.236,1.011,2.75,202.88,350.53,304.79,,0.7177,2460600.5
54276979,"       (2022 HL3)",,,0.4939,1.765,0.893,4.72,66.60,211.55,359.39,,0.4205,2460600.5
54276980,"       (2022 HM3)",,,0.4985,2.001,1.003,6.29,211.37,339.70,321.22,,0.3482,2460600.5
54276981,"       (2022 HN3)",,,0.4044,1.374,0.819,32.53,42.66,252.24,325.07,,0.6118,2459698.5
54276982,"       (2022 HO3)",,,0.6178,2.72,1.040,1.46,73.33,133.56,2.29,,0.2197,2459700.5
54276983,"       (2022 HQ3)",,,0.4524,1.748,0.957,6.69,38.77,214.39,12.25,,0.4266,2460600.5
54276985,"       (2022 HR3)",,,0.3998,0.7683,0.461,4.94,213.88,208.13,12.19,,1.464,2460600.5
54276984,"       (2022 HS3)",,,0.6728,1.68,0.550,2.11,118.53,201.57,335.91,,0.4527,2459699.5
54276986,"       (2022 HT3)",,,0.3495,1.613,1.049,31.89,213.57,273.69,137.98,,0.4811,2460600.5
54276987,"       (2022 HU3)",,,0.4545,1.373,0.749,6.82,49.81,252.14,157.23,,0.6129,2460600.5
54276988,"       (2022 HV3)",,,0.5224,2.582,1.233,9.51,40.19,186.98,357.64,,0.2375,2459697.5
54276989,"       (2022 HW3)",,,0.5553,1.349,0.600,12.86,193.00,138.78,318.06,,0.6289,2459698.5
54276990,"       (2022 HX3)",,,0.6487,1.033,0.363,14.74,69.07,8.82,198.47,,0.9391,2460600.5
54276991,"       (2022 HY3)",,,0.5035,2.02,1.003,1.00,46.59,186.31,304.43,,0.3433,2460600.5
54276992,"       (2022 HA4)",,,0.5003,1.783,0.891,9.56,52.83,224.24,341.48,,0.4139,2459699.5
54277079,"       (2022 HB4)",,,0.9543,2.032,0.093,9.36,17.74,357.73,289.98,,0.3402,2460600.5
54277080,"       (2022 HC4)",,,0.4725,1.656,0.874,1.73,59.05,218.43,36.11,,0.4625,2460600.5
54277081,"       (2022 HD4)",,,0.4124,1.09,0.641,7.46,36.16,66.25,65.00,,0.8659,2459700.5
54277082,"       (2022 HF4)",,,0.2017,1.351,1.079,13.27,38.94,178.84,204.17,,0.6275,2460600.5
54277084,"       (2022 HG4)",,,0.4730,2.027,1.068,6.73,58.33,210.99,291.68,,0.3416,2460600.5
54277085,"       (2022 HH4)",,,0.4874,2.028,1.039,7.11,202.38,45.52,352.53,,0.3413,2459702.5
54277083,"       (2022 HJ4)",,,0.2303,1.364,1.050,6.62,227.59,321.50,216.42,,0.619,2460600.5
54277086,"       (2022 HK4)",,,0.2503,1.296,0.972,23.60,40.84,218.29,217.56,,0.6678,2460600.5
54277087,"       (2022 HL4)",,,0.3990,1.469,0.883,2.27,211.04,311.55,163.54,,0.5538,2460600.5
54277090,"       (2022 HM4)",,,0.2594,1.187,0.879,15.06,215.56,81.00,275.65,,0.7625,2460600.5
54277091,"       (2022 HO4)",,,0.5686,2.253,0.972,1.67,237.61,7.90,255.10,,0.2914,2460600.5
54277092,"       (2022 HP4)",,,0.4594,2.028,1.096,4.24,244.00,14.97,292.39,,0.3412,2460600.5
54277094,"       (2022 HQ4)",,,0.4811,1.634,0.848,29.60,47.12,269.61,27.17,,0.4721,2460600.5
54277095,"       (2022 HR4)",,,0.8765,2.182,0.269,12.00,46.47,46.33,13.50,,0.3058,2459701.5
54278655,"       (2022 HG5)",,,0.6774,2.905,0.937,12.20,152.78,154.90,160.89,,0.1991,2460600.5
54279796,"       (2022 HA6)",,,0.3888,1.703,1.041,10.29,65.55,217.61,10.32,,0.4435,2460600.5
54280042,"       (2022 HP7)",,,0.4699,2.445,1.296,6.06,346.30,331.72,189.33,,0.2578,2460600.5
54277093,"       (2022 JA)",,,0.4883,1.991,1.019,8.66,221.87,340.15,320.43,,0.3509,2460600.5
